	affiliation	affiliationMag	if_same
14092	xiaeur(tm)an jiaotong university, shaanxi, china	china agricultural university	0
14093	huazhong university of science and technology, china	north china electric power university	0
14095	xiaeur(tm)an jiaotong university, shaanxi, china	university of electronic science and technology of china	0
14096	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	zhejiang university of technology	0
14097	rotterdam school of management, erasmus university, netherlands	harbin institute of technology shenzhen graduate school	0
14098	xiaeur(tm)an jiaotong university, shaanxi, china	communication university of china	0
14099	university of texas rio grande valley, usa	university of texas at austin	0
14102	shanghai university of finance & economics, shanghai, china	shanghai university of sport	0
14103	fudan university, china	china agricultural university	0
14104	fudan university, china	north china electric power university	0
14105	state university	state university of new york at new paltz	0
14108	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	california institute of technology	0
14109	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	hefei university of technology	0
14110	huazhong university of science and technology, china	beijing institute of technology	0
14111	technical university of catalonia, spain	polytechnic university of catalonia	0
14112	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	helsinki institute for information technology	0
14113	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	harbin institute of technology	0
14114	technical university of catalonia, spain	open university of catalonia	0
14115	university of california at riverside, usa	university of california berkeley	0
14116	guangzhou university, china	university of electronic science and technology of china	0
14117	xiaeur(tm)an jiaotong university, shaanxi, china	ocean university of china	0
14118	xiaeur(tm)an jiaotong university, shaanxi, china	south china university of technology	0
14120	fudan university, china	central china normal university	0
14121	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	national taiwan university	0
14122	university of north carolina, north carolina, usa	north university of china	0
14123	university of science and technology of china, hefei, china	east china university of science and technology	0
14125	chongqing university, china	university of science and technology of china	0
14127	texas technology university, lubbock, tx, usa	university of science and technology beijing	0
14129	harbin institute of science and technology, china	harbin institute of technology	0
14130	guangzhou university, china	guangzhou medical university	0
14131	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	national taiwan university of science and technology	0
14132	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	massachusetts institute of technology	0
14133	huazhong university of science and technology, china	fujian agriculture and forestry university	0
14134	shanghai university of finance and economics, shanghai, china	east china normal university	0
14136	guangzhou university, guangzhou, china	ocean university of china	0
14137	university of science	university of science and technology of china	0
14140	xi'an jiaotong university, china	ocean university of china	0
14141	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	university of electronic science and technology of china	0
14142	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	china university of mining and technology	0
14143	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	hunan university of technology	0
14144	guangzhou university, guangzhou, china	china university of geosciences	0
14145	institute for infocomm. research, singapore	agency for science technology and research	0
14146	tongji university, shanghai, china	china university of mining and technology	0
14147	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	hunan university of technology	0
14148	university of a	northwest a f university	0
14149	university of california at riverside, california, usa	university of california berkeley	0
14150	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	national university of defense technology	0
14151	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	zhejiang university of technology	0
14155	guangzhou university, china	china pharmaceutical university	0
14156	guangzhou university, guangzhou, china	china three gorges university	0
14157	fudan university, china	minzu university of china	0
14160	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	east china university of science and technology	0
14161	guangzhou university, china	china university of mining and technology	0
14162	guangzhou university, guangzhou, china	china university of petroleum	0
14163	guangzhou university, guangzhou, china	guangzhou medical university	0
14164	xiaeur(tm)an jiaotong university, xiaeur(tm)an, china	south china university of technology	0
14165	xian jiaotong university, xian, china	south china university of technology	0
14166	xiaeur(tm)an jiaotong university, xiaeur(tm)an, china	university of electronic science and technology of china	0
14167	xian jiaotong university, xian, china	university of electronic science and technology of china	0
14169	penn state university, usa	penn state college of information sciences and technology	0
14171	university of north carolina, greensboro, usa	north university of china	0
14173	shanghai university of finance and economics, shanghai, china	kunming university of science and technology	0
14174	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	harbin institute of technology shenzhen graduate school	0
14178	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	beijing technology and business university	0
14181	chongqing university, chongqing, china	north university of china	0
14182	shanghai university of finance & economics, shanghai, china	china agricultural university	0
14184	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	beijing technology and business university	0
14185	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	university of electronic science and technology of china	0
14186	chongqing university, chongqing, china	china university of geosciences	0
14187	institute of high performance computing, agency for science technology and research, singapore	karlsruhe institute of technology	0
14188	institute of high performance comput	karlsruhe institute of technology	0
14189	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	new york state department of health	0
14190	guangzhou university, china	east china normal university	0
14191	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	johns hopkins university school of medicine	0
14193	huazhong university of science and technology, china	university of electronic science and technology of china	0
14195	the ischool at drexel university, college of information science & technology, philadelphia, usa	georgia institute of technology	0
14196	university of north carolina at charlotte, baltimore, maryland, usa	university of maryland baltimore county	0
14198	new jersey institute of technology, school of management university, new jersey shih-fen cheng, singapore	university of science and technology beijing	0
14199	ball state university, indiana, usa	georgia state university	0
14200	korea university, south korea xiaotong li, university of alabama, usa	university of south florida	0
14201	huazhong university of science and technology, china	china jiliang university	0
14202	new jersey institute of technology, school of management university, new jersey li-chen cheng, soochow university, taipei, taiwan shih-fen cheng, singapore	technological and higher education institute of hong kong	0
14203	university of texas rio grande valley, usa	university of north texas	0
14204	chongqing university, chongqing, china	east china university of science and technology	0
14205	shanghai university of finance & economics, shanghai, china	ocean university of china	0
14206	guangzhou university, guangzhou, china	east china university of science and technology	0
14207	guangzhou university, guangzhou, china	china pharmaceutical university	0
14208	loyola university maryland, baltimore, maryland, usa	university of baltimore	0
14209	guangzhou university, guangzhou, china	university of electronic science and technology of china	0
14210	tsinghua university, china	china west normal university	0
14212	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	chonnam national university	0
14213	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	kyungpook national university	0
14214	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	the catholic university of america	0
14215	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	seoul national university	0
14219	university of athens, greece	national and kapodistrian university of athens	0
14221	deutsche telekom ag laboratories, berlin, germany	telekom innovation laboratories	0
14223	college of william and mary, williamsburg, va, us	shandong university of science and technology	0
14225	college of william and mary, williamsburg, va, us	university of science and technology beijing	0
14228	seoul national university (snu), seoul, the republic of korea k.r. chowdhury nor theaster n university, boston, massachusetts, usa	chonnam national university	0
14229	north carolina s	north carolina state university	0
14230	north carolina stat	north carolina state university	0
14232	college of william and mary, williamsburg, va, us	chongqing university of posts and telecommunications	0
14233	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	catholic university of korea	0
14234	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	chungbuk national university	0
14237	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	texas a m university	0
14239	technion, haifa, israel	technion israel institute of technology	0
14240	seoul national university, south korea edwin k.p. chong colorado state university, usa	gyeongsang national university	0
14244	national chiao tung university, hsinchu, taiwan yong liu polytechnic institute of new york university, brooklyn, ny, usa	national chung cheng university	0
14245	national chiao tung university, hsinchu, taiwan renato locigno university of trento, italy	national chung cheng university	0
14247	university of texas richardson, tx, usa	university of texas at dallas	0
14248	illinois institute of technology, il, usa	national university of defense technology	0
14249	department of computer science, college of william and mary, williamsburg, va 23187-8795 a. ziviani national laboratory for scientii!c computing, lncc/mct, rio de janeiro, brazil	slac national accelerator laboratory	0
14252	college of william and mary, williamsburg, va, us	huazhong university of science and technology	0
14253	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	university of ulsan	0
14254	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	korea university	0
14256	college of william and mary, williamsburg, va, us	sichuan university of science and engineering	0
14257	ulsan national institute of science and technology (unist), ulsan, the democratic peopleaeur(tm)s republic of korea e. knightly rice university, houston, texas, usa	norwegian university of science and technology	0
14258	department of computer science, college of william and mary, williamsburg, va 23187-8795 a. ziviani national laboratory for scientii!c computing, lncc/mct, rio de janeiro, brazil	national university of singapore	0
14259	blekinge institute of technology, sweden	national institute of standards and technology	0
14263	san antonio, texas j.c. reubi, berne, switzerland	university of texas health science center at san antonio	0
14265	, san antonio, t e xas domenico c. re goli, f err ar a, italy	university of texas health science center at san antonio	0
14266	austin, texas terry w. moody, rockville, maryland charles b. nemeroff, atlanta, georgia	university of texas at austin	0
14267	grand forks, north dakota raffaele di carlo, naples, italy	university of north dakota	0
14268	grand forks, north dakota sandra d. comer, new york, new york raffaele di carlo, naples, italy	university of north dakota	0
14269	grand forks, north dakota sandra d. comer, new york, new york amy j. davidoff, biddeford, maine raffaele di carlo, naples, italy	university of north dakota	0
14270	, san antonio, t exas michael j. kuhar , atlanta, geor gia pierre lefebvre, liege, belgium	university of texas health science center at san antonio	0
14271	san antonio, texas michael j. kuhar, atlanta, georgia	university of texas health science center at san antonio	0
14272	san antonio, texas dominique heymann, nantes, france	university of texas health science center at san antonio	0
14273	, san antonio, t exas dominique heymann, nantes, france	university of texas health science center at san antonio	0
14274	san antonio, texas petter hoglund, stockholm, sweden	university of texas health science center at san antonio	0
14278	austin, texas teny w. moody, rockville, maryland charles b. nemeroff, atlanta, georgia	university of texas at austin	0
14279	austin, texas terry w. moody, rockvilie, maryland charles b. nemeroff, atlanta, georgia	university of texas at austin	0
14280	los angeles, california gavril w. pasternak, new york, new york ryszard przewlocki, krakow, poland	university of california los angeles	0
14282	new orleans, louisiana solomon h. snyder, baltimore, maryland daniel stamer, tucson, arizona tsutomu suzuki, tokyo, japan	university medical center new orleans	0
14283	, new orleans, louisiana solomon h. snyder , baltimor e, maryland daniel stamer , t ucson, arizona t sutomu suzuki, t okyo, japan	university medical center new orleans	0
14284	austin, texas terry w. moody, rockville. maryland charles b. nemeroff, atlanta, georgia	university of texas at austin	0
14285	austin, texas terry w. moody, rockvire, matyland charles 9. nememff, atkaata, georgia	university of texas at austin	0
14286	san antonio, texas david johnson, tucson, arizona michael j. kuhar, atlanta, georgia	university of texas health science center at san antonio	0
14287	austin, texas terry w. moody, rockvitle. maryland charles b. neineroft, atlanta, georgia	university of texas at austin	0
14288	durham, north carolina josee e. leysen, beerse, belgium	university of north carolina at chapel hill	0
14289	san antonio, texas tetsuya kamataki, sapporo, japan	university of texas health science center at san antonio	0
14290	, san antonio, t exas t etsuya kamataki, sappor o, japan	university of texas health science center at san antonio	0
14291	san antonio, texas j.c. reubi, berne, switzerland	university of texas at san antonio	0
14292	durham. north carolina josee r. leysen, beerse, belgium	university of north carolina at chapel hill	0
14293	durham. north carolina josee e. leysen, beerse, belgium	university of north carolina at chapel hill	0
14294	city university of hong kong, hong kong, china	central china normal university	0
14295	northwestern polytechnical university, xiaeur(tm)an, china	central china normal university	0
14296	international university of japan, niigata, japan	egypt japan university of science and technology	0
14297	city university of hong kong, hong kong, china	east china normal university	0
14298	city university of hong kong, hong kong, china	university of electronic science and technology of china	0
14299	beijing normal university, beijing, china	tianjin normal university	0
14300	beijing normal university, beijing, china	renmin university of china	0
14301	delft university of technology, delft, netherlands	hefei university of technology	0
14302	beijing institute of technology, beijing, china	south china university of technology	0
14303	northwestern polytechnical university, xiaeur(tm)an, china	renmin university of china	0
14304	university of southern denmark, odense, denmark	southern medical university	0
14305	beijing normal university, beijing, china	south china agricultural university	0
14306	fudan university, shanghai, china	minzu university of china	0
14307	beijing institute of technology, beijing, china	shandong university of technology	0
14308	nanjing university, nanjing, china	china medical university	0
14309	northwestern polytechnical university, xiaeur(tm)an, china	china agricultural university	0
14310	northwestern polytechnical university, xiaeur(tm)an, china	china medical university	0
14311	city university of hong kong, hong kong, china	south china agricultural university	0
14312	city university of hong kong, hong kong, china	china medical university	0
14313	city university of hong kong, hong kong, china	china university of petroleum	0
14314	city university of hong kong, hong kong, china	china university of mining and technology	0
14315	beijing normal university, beijing, china	northeast normal university	0
14316	northwestern polytechnical university, xiaeur(tm)an, china	northwestern university	0
14318	laboratory of food microbiology department of food science and te	tokyo university of marine science and technology	0
14319	laboratory of food microbiology department of food science and technology facul	tokyo university of marine science and technology	0
14320	department of food science and technology, the ohio state university, columbus, oh, usa	china university of mining and technology	0
14321	department of food science and technology, the ohio state university, columbus, oh, usa	changsha university of science and technology	0
14322	department of food science and technology, the ohio state university, columbus, oh, usa	shandong university of science and technology	0
14323	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	university of science and technology of china	0
14324	department of food science and technology, the ohio state university, columbus, oh, usa	huazhong university of science and technology	0
14325	department of food science and technology, the ohio state university, columbus, oh, usa	chongqing university of technology	0
14326	department of food science and technology, the ohio state unive	hunan institute of science and technology	0
14327	department of food science and technology, the ohio state unive	zhejiang university of technology	0
14328	department of food science and technology,	karlsruhe institute of technology	0
14329	department of food science and technology, the ohio state univ	karlsruhe institute of technology	0
14330	department of food science and technology, the ohio state unive	huazhong university of science and technology	0
14331	institute of agrochemistry and food technology, valencia, spain	polytechnic university of valencia	0
14332	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	harbin institute of technology	0
14333	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	lanzhou university of technology	0
14334	department of food science and technology, the ohio state university, columbus, oh, usa	nanjing university of posts and telecommunications	0
14335	department of food science and technology,	huazhong university of science and technology	0
14336	department of food science and technology, the ohio state univ	huazhong university of science and technology	0
14337	department of food science and technology, the ohio state university, columbus, oh, usa	taiyuan university of science and technology	0
14338	department of food science and technology, the ohio state university, columbus, oh, usa	karlsruhe institute of technology	0
14339	department of food science and technology, the ohio state university, columbus, oh, usa	national university of defense technology	0
14340	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	shandong university of technology	0
14341	department of food science and technology, the ohio state university, columbus, oh, usa	university of science and technology beijing	0
14342	department of food science and technology, the ohio state university, columbus, oh, usa	university of science and technology liaoning	0
14343	department of food science and technology,	zhejiang university of technology	0
14344	department of food science and technology, the ohio state univ	zhejiang university of technology	0
14345	department of food science and technology, the ohio state unive	georgia institute of technology	0
14346	department of food science and technology, the ohio state unive	changsha university of science and technology	0
14347	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	kunming university of science and technology	0
14350	department of food science and technology, the ohio state university, columbus, oh, usa	shanghai institute of technology	0
14351	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	freiberg university of mining and technology	0
14352	department of food science and technology,	delft university of technology	0
14353	department of food science and technology, the ohio state univ	delft university of technology	0
14354	department of food science and technology, the ohio state unive	karlsruhe institute of technology	0
14355	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	university of medicine and dentistry of new jersey	0
14356	department of food science and technology, the ohio state university, columbus, oh, usa	university of florida health science center	0
14357	department of food science and technology, the ohio state university, columbus, oh, usa	hebei university of technology	0
14358	department of food science and technology, the ohio state university, columbus, oh, usa	wuhan university of technology	0
14359	department of food science and technology,	changsha university of science and technology	0
14360	department of food science and technology, the ohio state univ	changsha university of science and technology	0
14361	uni v ersity of horticulture, budapest, hungary	corvinus university of budapest	0
14362	university of horticulture, budapest, hungary	corvinus university of budapest	0
14363	department of food science and technology, the ohio state university, columbus, oh, usa	south china university of technology	0
14364	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	zhejiang university of technology	0
14365	department of food science and technology, the ohio state unive	the chinese university of hong kong	0
14366	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	roy j and lucille a carver college of medicine	0
14367	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	tianjin medical university cancer institute and hospital	0
14368	department of food science and technology,	beijing institute of technology	0
14369	department of food science and technology, the ohio state univ	beijing institute of technology	0
14370	department of food science and technology, the ohio state unive	hefei university of technology	0
14371	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	swiss federal laboratories for materials science and technology	0
14372	department of food science and technology,	japan agency for marine earth science and technology	0
14373	department of food science and technology, the ohio state univ	japan agency for marine earth science and technology	0
14374	department of food science and technology, the ohio state university, columbus, oh, usa	north carolina agricultural and technical state university	0
14375	department of food science and technology, the ohio state university, columbus, oh, usa	harbin institute of technology	0
14376	state key laboratory of pathogen and biosecurity, beijing institute of microbiology and epidemiology, beijing, pr china	sichuan university of science and engineering	0
14377	department of food science and technology, the ohio state unive	agency for science technology and research	0
14378	department of food science and technology,	taiyuan university of technology	0
14379	department of food science and technology, the ohio state univ	taiyuan university of technology	0
14381	department of food science and technology, the ohio state unive	south china university of technology	0
14382	department of food science and technology, the ohio state university, columbus, oh, usa	university of science and technology of china	0
14383	department of food science and technology, the ohio state university, columbus, oh, usa	ministry of land and resources of the people s republic of china	0
14384	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	hubei university of technology	0
14385	department of food science and technology, the ohio state unive	university of science and technology of china	0
14386	department of food science and technology, the ohio state university, columbus, oh, usa	nanjing university of information science and technology	0
14387	department of food science and technology, the ohio state university, columbus, oh, usa	the chinese university of hong kong	0
14388	department of food science and technology, the ohio state unive	anhui university of science and technology	0
14389	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	chinese academy of sciences	0
14390	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	delft university of technology	0
14391	institute of agri-food standards and testing technology, shanghai academy of agricultural sciences, p.r. china	university of shanghai for science and technology	0
14392	division of biomedical sciences, edward via college of osteopathic medicine, virginia tech corporate research center research building ii, 1861 pratt drive, blacksburg, va 24060, usa	university of texas md anderson cancer center	0
14393	division of biomedical sciences, edward via college of osteopathic medicine, virginia tech corporate research center research building ii, 1861 pratt drive, blacksburg, va 24060, usa	chinese academy of sciences	0
14394	division of biomedical sciences, edward via college of osteopathic medicine, virginia tech corporate research center research building ii, 1861 pratt drive, blacksburg, va 24060, usa	academy of military medical sciences	0
14395	division of biomedical sciences, edward via college of osteopathic medicine, virginia tech corporate research center research building ii, 1861 pratt drive, blacksburg, va 24060, usa	albert einstein college of medicine	0
14396	school of osteopathic medicine, dept. of pharmacology, campbell university, 191 main street, buies creek, nc 27506, usa	colorado school of mines	0
14397	division of biomedical sciences, edward via college of osteopathic medicine, virginia tech corporate research center research building ii, 1861 pratt drive, blacksburg, va 24060, usa	academy of medical sciences united kingdom	0
14398	division of biomedical sciences, edward via college of osteopathic medicine, virginia tech corporate research center research building ii, 1861 pratt drive, blacksburg, va 24060, usa	university of texas health science center at san antonio	0
14399	ohio state university, usa	louisiana state university	0
14400	department of mechanical and manufacturing engineering, university of manitoba, winnipeg, canada	luoyang institute of science and technology	0
14403	centre acoustique, lmfa, umr cnrs 5509, ecole centrale de lyon, 36 avenue guy de collongue, 69134 ecully cedex, france	centre national de la recherche scientifique	0
14404	dept. of mechanical engineering, the ohio state university, 201 west 19th ave, columbus, oh 43210 usa	wichita state university	0
14405	department of mechanical and manufacturing engineering, university of manitoba, winnipeg, canada	southwest university of science and technology	0
14406	andong national university, south korea e-m d.j. thompson institute of sound and vibration research, university of southampton, southampton so17 1bj, uk	california institute of technology	0
14410	department of mechanical engineering, the university of hong kong, pokfulam road, hong kong, china	united states department of agriculture	0
14411	department of mechanical and manufacturing engineering, university of manitoba, winnipeg, canada	china university of mining and technology	0
14412	institute of vibration engineering research, nanjing university of aeroautics and astronautics, 29 yudao street, jiangsu 210016, china	hunan university of science and technology	0
14414	dept. of mechanical engineering, the ohio state university, 201 west 19th ave, columbus, oh 43210 usa	louisiana state university	0
14415	department of mechanical and manufacturing engineering, university of manitoba, winnipeg, canada	hebei university of engineering	0
14416	department of mechanical and manufacturing engineering, university of manitoba, winnipeg, canada	nanjing university of posts and telecommunications	0
14417	chinese academy of sciences, beijing 100080, p.r. china	university of science and technology of china	0
14418	department of mechanical and manufacturing engineering, university of manitoba, winnipeg, canada	king abdullah university of science and technology	0
14419	institute of vibration engineering research, nanjing university of aeroautics and astronautics, 29 yudao street, jiangsu 210016, china	harbin institute of technology shenzhen graduate school	0
14420	department of mechanical engineering, the university of hong kong, pokfulam road, hong kong, china	china university of geosciences	0
14422	andong national university, south korea i. trendafi lova department of mechanical engineering, strathclyde university, glasgow g1 1xj, uk	seoul national university	0
14423	department of mechanical and manufacturing engineering, university of manitoba, winnipeg, canada	nanjing university of science and technology	0
14424	university of hong kong, hong kong	hong kong polytechnic university	0
14425	andong national university, south korea e-m d.j. thompson institute of sound and vibration research, university of southampton, southampton so17 1bj, uk	seoul national university	0
14426	institute of vibration engineering research, nanjing university of aeroautics and astronautics, 29 yudao street, jiangsu 210016, china	windber research institute	0
14428	andong national university, south korea z. su the hong kong	pusan national university	0
14429	(high temperature geochemistry, isotope geochemistry, mantle and crust formation and evolution, sedimentary geochemistry), institut des sciences de la terre, grenoble cedex, france	centre national de la recherche scientifique	0
14430	(high temperature geochemistry, isotope geochemistry, mantle and crust formation and evolution, sedimentary geochemistry), institut des sciences de la terre, grenoble cedex, france	institut de physique du globe de paris	0
14431	xiopm of chinese academy of sciences, xiaeur(tm)an, china	university of science and technology of china	0
14432	northwestern polytechnical university, xiaeur(tm)an, shaanxi, china	central china normal university	0
14433	nanjing university of aeronautics and astronautics, nanjing, china	central china normal university	0
14434	nanjing university of aeronautics and astronautics, nanjing, china	huazhong university of science and technology	0
14439	northwestern polytechnical university, xiaeur(tm)an, shaanxi, china	university of science and technology of china	0
14440	nanjing university of aeronautics and astronautics, nanjing, china	university of science and technology of china	0
14441	stevens institute of technology, hoboken, new jersey, usa	shandong university of science and technology	0
14456	xiopm of chinese academy of sciences, xiaeur(tm)an, china	academy of engineering	0
14457	xiopm of chinese academy of sciences, xiaeur(tm)an, china	south china university of technology	0
14458	nanjing university of science and technology, nanjing, china	university of science and technology beijing	0
14459	nanjing university of science and technolog	university of science and technology beijing	0
14460	stevens institute of technology, hoboken, new jersey, usa	hefei university of technology	0
14461	department of computer and information science faculty of science and technology university of macau, taipa macau, china	chengdu university of technology	0
14462	xiopm of chinese academy of sciences, xiaeur(tm)an, china	china university of mining and technology	0
14464	nanjing university of aeronautics and astronautics, nanjing, china	renmin university of china	0
14465	xiopm of chinese academy of sciences, xiaeur(tm)an, china	chinese ministry of education	0
14466	harbin institute of technology, harbin, china	ocean university of china	0
14468	xiopm of chinese academy of sciences, xiaeur(tm)an, china	north university of china	0
14469	(nanjing university, china	ocean university of china	0
14470	nanjing university of aeronautics and astronautics, nanjing, china	southwest university of science and technology	0
14471	xiopm of chinese academy of sciences, xiaeur(tm)an, china	russian academy of sciences	0
14472	nanjing university, nanjing, china	china agricultural university	0
14473	xidian university, xiaeur(tm)an, china	north china electric power university	0
14474	nanjing university of science and technology, nanjing, china	nanjing medical university	0
14475	nanjing university of science and technolog	nanjing medical university	0
14476	department of computer and information science faculty of science and technology university of macau, taipa macau, china	nanjing university of science and technology	0
14477	department of computer and information science faculty of science and technology university of macau, taipa macau, china	royal institute of technology	0
14478	nanjing university of aeronautics and astronautics, nanjing, china	suzhou university of science and technology	0
14479	nanjing university of aeronautics and astronautics, nanjing, china	china medical university	0
14480	nanjing university of science and technology, nanjing, china	norwegian university of science and technology	0
14481	nanjing university of science and technolog	norwegian university of science and technology	0
14482	nanjing university of science and technology, nanjing, china	south china agricultural university	0
14483	xiopm of chinese academy of sciences, xiaeur(tm)an, china	fujian university of traditional chinese medicine	0
14486	(nanjing university, china	north china university of technology	0
14487	xiopm of chinese academy of sciences, xiaeur(tm)an, china	guangzhou university of chinese medicine	0
14488	xiopm of chinese academy of sciences, xiaeur(tm)an, china	ministry of land and resources of the people s republic of china	0
14489	stevens institute of technology, hoboken, new jersey, usa	university of new south wales	0
14490	supelec ecole superieure daeur(tm)electricite - university paris sud, gif-sur-yvette cedex, france	paris diderot university	0
14491	xiopm of chinese academy of sciences, xiaeur(tm)an, china	shaanxi university of chinese medicine	0
14493	nanjing university of aeronautics and astronautics, nanjing, china	china academy of engineering physics	0
14494	stevens institute of technology, hoboken, new jersey, usa	taiyuan university of technology	0
14495	northwestern polytechnical university, xiaeur(tm)an, shaanxi, china	china agricultural university	0
14496	department of computer and information science faculty of science and technology university of macau, taipa macau, china	harbin institute of technology	0
14499	the university of hong kong, hong kong, china	university of electronic science and technology of china	0
14500	the university of hong kong, hong kong, china	east china jiaotong university	0
14502	the university of hong kong, hong kong, china	east china normal university	0
14503	state key lab. of microbial metabolism, and school of life sciences & biotechnology shanghai jiao tong university 800 dong chuan road minhang, shanghai 200240, china	east china university of science and technology	0
14504	the university of hong kong, hong kong, china	hong kong polytechnic university	0
14506	inst. of energy and environmental economy, tsinghua university, energy science bldg, haidian district, 100094 beijing, china	huazhong university of science and technology	0
14508	inst. of energy and environmental economy, tsinghua university, energy science bldg, haidian district, 100094 beijing, china	university of science and technology beijing	0
14511	inst. of energy and environmental economy, tsinghua university, energy science bldg, haidian district, 100094 beijing, china	central china normal university	0
14516	universidade ta(c)cnica de lisboa, sapso joapso de deus, lisboa, portugal	universidade federal de lavras	0
14518	department of materials and interfaces, weizmann institute of science, rehovot, israel	technion israel institute of technology	0
14520	chinese academy of sciences (cas), beijing, china	university of oklahoma health sciences center	0
14521	department of aerospace and mechanical engineering, universite de lige, liege 1 chemin des chevreuils 1, 4000 lige, belgium	universite de montreal	0
14522	integrated research and action for development (irade), indira gandhi institute of development research, c-50, chhota singh block 110049 khelgaon, new delhi, india	sardar vallabhbhai national institute of technology surat	0
14523	department of materials and interfaces, weidmann institute of science, rehovot, israel	technion israel institute of technology	0
14524	inst. of energy and environmental economy, tsinghua university, energy science bldg, haidian district, 100094 beijing, china	pierre and marie curie university	0
14528	chinese academy of sciences (cas), beijing, china	liaoning university of traditional chinese medicine	0
14530	tokyo institute of technology, midori-ku, yokohama, japan	university of tokyo	0
14531	shanghai jiao tong university, china	south china normal university	0
14532	inst. of energy and environmental economy, tsinghua university, energy science bldg, haidian district, 100094 beijing, china	east china normal university	0
14536	kanagawa institute of technology, atsugi-shi, japan	muroran institute of technology	0
14537	chongqing university, china	china agricultural university	0
14538	dept. of aerospace and mechanical engineering, universite de liege, liege 1 chemin des chevreuils 1, 4000 liege, belgium	universite de montreal	0
14539	university of plymouth, plymouth, england, uk	plymouth state university	0
14541	chemnitz university of technology, chemnitz, germany	leibniz institute of photonic technology	0
14542	state university of new york (suny) at binghamton,	binghamton university	0
14544	shandong university, 27 shanda nanlu, 250100 jinan, pr china	shandong agricultural university	0
14545	3620 s. vermont ave, kap 108, los angeles, ca, 90089, united states	united states department of energy	0
14546	chemnitz university of technology, chemnitz, germany	dresden university of technology	0
