	affiliation	affiliationMag	if_same
678	school of geography, university of plymouth, drake circus, plymouth, devon, pl4 8aa, uk, e-m	plymouth university	1.0
679	centre of geopolitical studies academy of sciences staromonetny per 29 1091'' moscow russia	russian academy of sciences	1.0
680	department of geography university of illinois at urbana-champaign 220 davenport hall, mc-150 607 s. mathews urbana, il usa	university of illinois at urbana champaign	1.0
681	department of geography, the university, newcastle upon tyne, ne1 7ru, england, or the	newcastle university	1.0
682	department of geography ucla box 951524 los angeles california 90095-1524 usa	university of california los angeles	1.0
683	centre of geopolitical studies academy of sciences staromonetny per 29 109017 moscow russia	russian academy of sciences	1.0
684	centre of geopolitical studies academy of sciences staromonetny per 29 109017 moscow, russia	russian academy of sciences	1.0
685	centre of geopolitical studies academy of sciences staromonetny per 29 10917 moscow russia	russian academy of sciences	1.0
686	institute of behavioral science university of colorado at boulder boulder, colorado 80309-0487 usa	university of colorado boulder	1.0
687	department of plant biology, southern illinois university at carbondale, ls ii 408, carbondale, il 62901, usa	southern illinois university carbondale	1.0
688	korea research institute of bioscience & biotechnology, daejon, south korea emilia labrador, universidad de salamanca, salamanca, spain	korea research institute of bioscience and biotechnology	1.0
689	sher-e-bangla agricultural university, dhaka, bangladesh	sher e bangla agricultural university	1.0
690	university of wroca,aw, wroclaw, poland	university of wroclaw	1.0
691	eaptvaps lorand university, budapest, hungary	eotvos lorand university	1.0
692	university of wroca,aw, wroclaw, poland	wroclaw university of environmental and life sciences	1.0
693	department of geography, u.s.a. university of texas, austin, tx 78712, robin denne11 kevin j. edwards richard g. klein susan limbrey	university of texas at austin	1.0
694	department of archaeology, university of durham, 46 saddler street, durham dhi 3nu, england	durham university	1.0
695	institut gaspard monge universita(c) de marne-la-valla(c)e 5 bd descartes, champs sur marne 77454 marne la valla(c)e cedex 2, france	university of marne la vallee	1.0
696	j. w. bridges universitdegli studi g. zbinden university of surrey pisa, italy	university of pisa	1.0
697	department physiology and medical physics, div. of physiology, medical university of innsbruck, fritz-pregl strasse 3/1, 6020, innsbruck, austria	innsbruck medical university	1.0
698	universitea' denis diderot (paris vii) paris, france	paris diderot university	1.0
699	department of pharmacology and toxicology college of pharmacy university of texas austin, tx 78712, usa	university of texas at austin	1.0
700	bm bch dphil fmedsci university lecturer and tutorial fellow deputy head, division of medical sciences, oxford university, uk	university of oxford	1.0
701	ms dm frcs(gen) associate professor of gastrointestinal surgery, nottingham university consultant in hepatopancreatobiliary surgery, nottingham university hospitals, uk	university of nottingham	1.0
702	research institute of scripps clinic, usa	scripps research institute	1.0
703	phd washington university school of medicine st. louis, mo, usa	washington university in st louis	1.0
704	phd university of texas health sciences center houston, tx, usa	university of texas health science center at houston	1.0
705	phd, mph university of california school of public health berkeley, ca, usa	university of california berkeley	1.0
706	md university of california at san diego la jolla, ca, usa	university of california san diego	1.0
707	md harvard school of public health boston, ma lars wilhelmsen, md goteborg university gothenburg, sweden	harvard university	1.0
708	md harvard school of public health boston, ma lars wilhelmsen, md gapteborg university gothenburg, sweden	harvard university	1.0
709	md, mph university of texas school of public health houston, tx, usa	university of texas at austin	1.0
710	md georgetown university washington, dc, usa	georgetown university medical center	1.0
711	md, mph texas school of public health houston, tx, usa	university of texas health science center at houston	1.0
712	phd university of texas health sciences center houston, tx, usa	university of texas health science center at san antonio	1.0
713	md, mph texas school of public health houston, tx, usa	university of texas at austin	1.0
714	phd, mph university of california school of public health berkeley, california theodore colton, scd boston university school of public health boston, ma, usa	university of california berkeley	1.0
715	phd university of texas health sciences center houston, tx, usa	university of texas at dallas	1.0
716	university of plymouth shu heng chen national chengchi university shuming wang national university of singapore	plymouth university	1.0
717	university o f pennsylvania; john r. kerr, florida state university; eugene m. lerner, northwestern university; john f. mee, india	university of pennsylvania	1.0
718	university of texas, arlington strategic management and organizational behavior	university of texas at arlington	1.0
719	the university o f georgia	university of georgia	1.0
720	university oi pennsylvania; robert l. king, virginia polytechnic institute and state university; john t. mee, india	university of pennsylvania	1.0
721	king abdul aziz university levent altinay oxford brookes university josa(c) antonio belso-martanez universidad miguel herna!ndez katarzyna awruk university of finance and management poland	king abdulaziz university	1.0
722	university of texas, arlington	university of texas at arlington	1.0
723	nottingham university business school, big data and business analytics	university of nottingham	1.0
724	bentley college maggie geuens ghent university, belgium	bentley university	1.0
725	harvard business school michael j. dorsch clemson university mary ann eastlick university of arizona alexander e. ellinger university of alabama sevgin eroglu georgia	harvard university	1.0
726	dept. of zoology, university, newcastle upon tyne ne1 7ru, uk	newcastle university	1.0
727	university of hone kong dr d. j. h. phillips aquatzc habitat institute, ca//forma, usa	university of hong kong	1.0
728	universi~' of hong kong	university of hong kong	1.0
729	(semiconductor epitaxi characterization and devices) dept. electrical engineering. univ. of utah salt lake city, ut 84112. usa	university of utah	1.0
